,tweets,user_name,location,geo
508,"https://t.co/oGjOS2pm8k

Covid-19 has made crypto hot again! Good news for VIC Rewards. Great news for VIC Investor… https://t.co/7D0h0JTsk8",VICRewards,Global ,
509,"#CoronaInfoCH #COVID19 #corona #ireland 
Covid-19: 450 cancer cases missed d...
https://t.co/O6xjuUY0mX",covidnewsCH,Switzerland,
510,@rybesh Every night a COVID party. Every day in class sharing the prizes gathered the night before...,smalljones,"Chapel Hill, NC",
511,@DonaldJTrumpJr How long ago was this? Before COVID? No masks!!!,CRJ_JSS,"Sacramento, CA",
512,"@SallyBB_ I’m all for being angry at the fact 2 people may have fucked our entire Covid response, but not a huge fa… https://t.co/WYb9l5udC1",Redandblack91,Maranoa,
513,"@SquidBeeQ @itsJeffTiedrich @realDonaldTrump Also a fact, there are +/- 9 million Americans as of 2018 that live ab… https://t.co/KUlKPtMC1j",PatrickAParish,Cyberspace,
514,The first dog to test positive for coronavirus in the U.S. has died via @natgeo https://t.co/PjwOqk4M1y,FemBOMB,Arkansas,
515,@KevinLyman Hydroxychloroquine....TRUTH Trump told the world about it in March....PROOF...FDA approved for 60 years… https://t.co/2Mn6Ssn0bB,TiylerHarry,,
516,@Honeybee33_ @AdrianaCohen16 @JeppHermain @realDonaldTrump Governors have zero say in what hospital doctors prescri… https://t.co/W8grZdCOvi,tomsirolimus,,
517,@LevelUpStore how about hooking up a homeless gamer who is currently in COVID-19 Project Room Key 👀,HouselessGamer,"California, Coffee Bean",
518,@JakeSherman @replouiegohmert Their very loyal to Congressman Covid.,realdaveclark6,The United States of America,
519,@kkuizon @FOX13News @CityofSarasota @SarasotaPD Lmao some people don't even believe covid is real and won't wear ma… https://t.co/1ae1U3Di90,Kaylar98541271,,
520,"https://t.co/lc8vUU1fx5 The truth is being hidden. 

Why do Facebook, Twitter and YouTube want people to die? Why a… https://t.co/DIvC6XMGXq",LeeDunn28511793,,
521,"@BigOShow Look at the Patriots´ schedule, their opponents and the relations to hotspots of COVID-19. The players th… https://t.co/1ovreD3OFc",HendrikTobias,"Paderborn, Deutschland",
522,@andymstone So who are these medical professionals that decided anything to do with hydroychloroquin against covid… https://t.co/rKcnQ6SInp,_jimmyfats,,
523,Fuck COVID,_CRUZ313,May-15,
524,@_bbrirose @maganathaniel Well this COVID shit fucking up every thing lol but I hit him up. Hopefully he hits you back,freebandzmike_,Area 51,
525,Do you wonder if covid had ravaged red states first rather than blue then Trump might have taken it more seriously and saved lives?,mtloveland,,
526,"Exclusive: Buddy, first dog to test positive for COVID-19 in the U.S., has died https://t.co/Z7tVxQytGH",Hamstertweet93,California,
527,Will America's elite get a hidden COVID bailout? https://t.co/Wv2AF8bgJJ via @MotherJones,davwim,Liquid,
528,Ashleigh Barty pulls out of US Open amid concern over Covid-19 https://t.co/fEQXNbEqLt,GuardianAus,Australia,
529,@NoLore Horrendous misinformation. Covid is known to stay on hard surfaces for hours. Kids are not known to maintai… https://t.co/UpnS9t3KaE,BFarzady,,
530,"Cummings saga damaged UK lockdown unity, study suggests https://t.co/c7VHekXy7n",guardiannews,,
531,"@PChampault @MichaelRosenYes @BBCNewsnight @BBCTwo @lewis_goodall Yeah, totally agree...when I heard herd immunity… https://t.co/2YNPbgfq7B",covid_long,"South of the river, London",
532,.@BradSherman .@SenKamalaHarris .@SenFeinstein Did you know that Americans brought home from abroad during the COVI… https://t.co/5dn6fG0l0f,EVIndivisibles,"Sherman Oaks, Los Angeles",
533,"I still can't believe there is a whole breed of window lickers, who don't believe COVID is serious.

Fucking idiots",giraffe_gorilla,Wow America ,
534,@kurteichenwald All this insanity coming right on the heels of the murders of Black people by police officers and t… https://t.co/ONjA8WSTY5,rafannie,"Boca Raton, FL",
535,@ElieNYC @replouiegohmert The elephant in the covid quarantine room,NotoriousRBF,"Washington, DC",
536,@JesusHatesLiars @tedlieu @realDonaldTrump Many conservatives who defiantly refused to wear masks now have COVID. Some on on life support.,Frank_N_Meems,"Alaska, USA",
537,"WATCHED IT: This idiot said that by wearing a mask, he could have left germs on the mask, which he subsequently inh… https://t.co/IPkFSOMF8x",MyWchu,"Pennsylvania, USA",
538,LATEST: ⁦⁦@teainfo⁩ providing new details about funding — Remote instruction will be fully funded for 5 days if a s… https://t.co/ilJNGsCfHg,alcaprari23,"Austin, TX",
539,"In GOP plan, you can’t sue your employers for giving you COVID — but they can sue you for demanding safer condition… https://t.co/AfQo2Y4Xe8",TSPsmart,,
540,@Vic_Rollison I vote we start charging people with reckless endangerment if they have reason to think they are COVI… https://t.co/EegFQoZoDv,just1morevoice,,
541,@Q105Geno @tropicalupdate They are still working through their COVID stockpile..,rainbow_trop,"Florida, USA",
542,COVID-19 Treatment - Analysis of 65 global studies showing high effectiveness for early treatment https://t.co/Xe9EChJHzP,KarmicPlurality,Planet Texas,
543,@thereidout @JoyAnnReid There is also a nifty military jet in the covid help bill.,Cranmer3483,RT/L not endorsements,
544,"@GodFamilyJesus With death toll from Covid rising, I say let people try hydroxychloroquine. Yale University's Dr. R… https://t.co/8zbZUjY22w",LindaSchmidt12, Iowa,
545,"I am not a courier mail fan , but a big part of me , agrees with this headline , as a deterrent to other idiots tha… https://t.co/l72VeCZy8L",graham2603,,
546,@motarola123 Don’t support places that won’t support the effort against Covid. We need to stop this virus so we can… https://t.co/9PUGjrIDt9,AnnMcMD,Middle of North America,
547,Just found out that my grandfather has passed away. Im not shocked. But damn if i dont absolutely feel miserable ri… https://t.co/SjBe613wZn,Mazsik,"Omaha, NE",
548,"In attempt to avoid COVID-19, we can't ignore damaging effects of physical distancing
https://t.co/Hlm7Iti4Zt https://t.co/bl0FX1LQ8l",LORRI_SK_FORT_Q,"Saskatchewan, Canada",
549,@GovMikeDeWine You’re a fool. And you gave blood on your hands. Hydroxychloroquine is phenomenal against COVID.,robrogers54,"Michigan, USA",
550,"#1984 is NOW.  #PLANDEMIC is A #SCAMDEMIC 
https://t.co/R5edUklt8f",SaubleBeach,"Sauble Beach Ontario, Canada ",
551,"@NickPeterson11 see, this is the crap im talking about....let me know what you think..thanks
https://t.co/6nJNpjdFsU",racerr52,U.S.A,
552,@BettyBowers It’s a Covid fest!  Tulsa 2.0,houseboatbob65,,
553,"@KSTP Floyd was a drug addict, and a career criminal! He died of a heart attack due to drugs and covid. It was not… https://t.co/ByaPd2XszR",jeff91623798,,
554,"@joshtaIents @joshbeauchamp @joshbeauchamp a person very close to her died because of Covid-19, and she was very ba… https://t.co/4J2YGIce4G",joshsreason,fan account ,
555,"@poli_text On a sidenote, I’m assuming you follow Meghan McCain based on this tweet. (If not ignore this) but the s… https://t.co/xMZEypvXh3",SeanFrenchh,,
556,@dalco1020 @luismen1991 @realDonaldTrump Staunch conservatives aren't wearing masks and catching Covid. You're goin… https://t.co/Q4lgL5z04Z,KoolKarl97,Miami Beach,
557,"Buddy, first dog to test positive for #COVID19 in the U.S., has died - Even though the #GermanShepherd likely had c… https://t.co/sWP1k8QG03",LLRX,,
558,@thebradfordfile And they ALL own the government. Coincidence small business are going out of business due to COVID… https://t.co/gnLKnpKak4,Cooperfamili,"San Diego, CA",
559,Had a horrible Covid thought. #Cannonball may represent the last of summer fun...,FatguyOld,,
560,"@GovAbbott 
#hydroxychloriquineworks  Please help Texas fight Covid.",ChefBetoRodarte,,
561,"@AmyMcGrathKY #HEALSAct
@SenateGOP COVID-19 Bill @senatemajldr 

$2 billion for F-35s
$1.75 billion for  FBI buildi… https://t.co/Xm06NPNfs0",i_AmMyBrand,Mississippi • Illinois • DMV,
562,A Texas congressman who often refused to wear a mask has tested positive for COVID-19 and suggests wearing a mask m… https://t.co/cbkazkC2PX,davidcharns,,
563,@russdiamond It is a piece of cloth that you wear to save your life and mainly others. You wear a seatbelt correct?… https://t.co/2KUHzGr8RP,comeundone0,"California, USA",
564,"@whiotv @OHdeptofhealth Well now they can slap everyone on vents to get the additional 30% covid reimbursement💰

Th… https://t.co/d1PkwCozxa",NocturnalChoco1,,
565,@americanmadeNM @GovMLG @NMDOH How am I a bigot? The Navajo nations have the worst COVID-19 cases. If you aren’t a… https://t.co/5YrM67q9oG,Retromaven,,
566,"Just getting depressed looking at Covid numbers while jamming out to Hatsune Miku, hbu?",newluke500,Indianapolis(in August) ,
567,"@senatemajldr Yes you idiot, quit refusing to give Americans what they need to pay their bills! Instead you want to… https://t.co/dgHmzJEiOd",bespeterson,Newbury Park CA,
568,Dr. Fauci Suggests People Wear Goggles To Protect Against COVID-19 https://t.co/Lg1dVtLJ4w,Closer1775,"California, USA",
569,"Utah registers lowest COVID-19 case count in a month and a half
https://t.co/OzIf5hHkus
#CacheValley https://t.co/kzQvLSk4Sx",CVDaily,"Cache Valley, Utah",
570,The Biggest Political Weapon In The History Of The United States...... COVID-19,2impose,,
571,@NeterHeka @seaqueen2001 There’s about 100 strains of COVID-19 in America at this point honestly 🥴 But there are fo… https://t.co/tRTYozDMgE,PaulaPMc,,
572,What’s more important a bill or preventing your child from catching COVID-19 .. anyone that value bills or work ove… https://t.co/gbf0iUqFVy,iBeSuckaFree,Ma$e Blvd.,
573,@realDonaldTrump trump is doing nothing to help us with covid,Alejand65202270,,
574,@AdamParkhomenko How is it possible that we have a president foolish enough to promote this wacko out of all the ot… https://t.co/gnY77a0vg8,RichardLWehmey1,"Oregon, USA",
575,Got symptoms of #SARS_CoV_2 such as a fever but the test comes back negative? Have you been outdoor in vegetated ar… https://t.co/hWjDlwevVl,eTickCA,"Sherbrooke, Québec",
576,@PhilosophyBeard @CBCNews The @WHO .... the same one that has been kicked out of several countries https://t.co/43y3gVQjAj,Higginsolivia3,,
577,The key to defeating COVID-19 already exists. We need to start using it | Opinion https://t.co/nHnIZHABam,jenleebunch,,
578,"Amy Hedrick, CEO of Cleanbox Technology tells us she is ""very very busy"" with the #NewNormal offering smart tech hy… https://t.co/T8fJqxqUgo",thevrara,Global,
579,The world is a complete mess. People being told to wait in their cars. So much for global warming. Covid croc...,Stoneageromeo1,"everywhere, sojourner CB FLA",
580,"Sick of these niggas, Covid-19",TracEllis_Sauce,RIP to my loved ones ☝️❤,
581,"Below is a check on the status of COVID-19 (coronavirus) cases throughout the Twin Tiers on Wednesday, July 29 at 7… https://t.co/icL4PGFOfj",WENYTV,"Horseheads, NY",
582,"Bill Gates: Slow Turnaround of COVID-19 Tests Makes Them A 'Complete Waste' https://t.co/xtuupb4vcR
American Patrio… https://t.co/Do2ZmCDL5E",rlthatejt,,
583,"Below is a check on the status of COVID-19 (coronavirus) cases throughout the Twin Tiers on Wednesday, July 29 at 7… https://t.co/MSAZmUF5ZC",NYLocalIthaca,"Ithaca, NY",
584,@chadders67 @Doug_Exeter @kenneamg Perhaps the biggest event in the first 4 months of WW2 was the invasion of Polan… https://t.co/Tr8tEiXIjp,primusvideo,"Hampshire, UK",
585,"man, fuck covid! https://t.co/VZf8l8joev",roblovesbeard,"tacoma, b.c.",
586,"Adani infuriates citizens of Mumbai with inflated power bills – in midst of COVID chaos. Here, nationalist BJP memb… https://t.co/wGnpO4l9Bt",BobBrownFndn,"Hobart, Australia",
587,"Very sad news! 

Exclusive: Buddy, first dog to test positive for COVID-19 in the U.S., has died https://t.co/Ind7lrfPk0",pi_lizzie,Left my ❤️ n N. O. ⚜️,
588,@oldbaginohio @PrincessBravato He’s on continuous drugs—Covid doesn’t stand a chance,Serabbi,,
589,Florida reports record increase in COVID-19 deaths for second day in a row: https://t.co/ec6ZTtmSfe via @AOL,LynneAShapiro,"Scottsdale, Arizona",
590,Can’t believe people still think this isn’t a big problem.  https://t.co/cAtIK692o4,SpyderSpyce,SoCal,
591,@2020BlueTexas Really. Like an idiot gov and covid isn't enough. I'm sorry for you,catsden234,United States,
592,@tedlieu @realDonaldTrump And we said:  *shrug* let them get covid.,Buvvy_,"NY. No, the other part. ",
593,I keep seeing that the way back to normal from Covid is science. If that is true then when we come into the world w… https://t.co/lYrGeECiqr,jeanette_landen,"Mount Horeb, WI",
594,@911CORLEBRA777 @pburdzy @thespybrief @justapedn_cob @JarBomb @chinfo the rich are too stupid to make a difference… https://t.co/sVaKBHaW2v,jozef95685808,,
595,Your @BHSATS are putting in the time to make sure we’re ready for the start of school in this pandemic era! Thank y… https://t.co/fusePnEg6Z,BHSATS,Tiger Field ,
596,I hope none of ya'll lose anyone close to you to COVID. But it really seems like some of you have to in order to wa… https://t.co/QdbHl9rlQ6,herefortheweed,"Houston, TX",
597,So excellent ang government response for COVID-19? Yes or No? https://t.co/BGqd5qWQr6,dumidyeypee,,
598,"I needed a new profile picture for the social medias
.
So happy to have found @dinasophiaart to make this amazing p… https://t.co/0T6Yi5XCrW",leavingrichmond,los angeles,
599,@travisWSN Like wisco should if anyone in charge had a brain and realized a 99.6 percent survival rate with covid.… https://t.co/0k6nPlJpKy,Turtleman333,United States,
600,"Edition 368: Skipping the party after 30 years, two big themes, client changes, gold as defensive, generation blame… https://t.co/2jJCqNRnWs",FirstlinksAus,Australia,
601,@vickism61 @democracynow Coronavirus and COVID-19 are two separate things.,robb_wag,The Sun,
602,"Of the 27,000 tests yesterday, only were 77 positive. Because of previous false positives reported Toronto actually… https://t.co/V9LDMulhkA",Markus4Ward2,Etobicoke,
603,"Nearly 1,000 new COVID-19 cases, 7 new deaths in Bexar County https://t.co/LWR1ZGMjw0",mtcfsh,Ft. Sam Houston,
604,@GitRDoneLarry ...if you tuck your shirt into your underpants you reduce your risk of spreading covid by 63% pack t… https://t.co/pUSONpm5cR,DumbWings,"New Jersey, USA",
605,"What has the creepy porn Lawer been up to, anything besides Covid and riots",Shore8Lee,"Fuquay-Varina, NC / Brooklyn",
606,@rzhongnotes The WSJ story has a lot of “if’s” &amp; “it seems like’s” followed by fiction. Science seems to say COVID-… https://t.co/6FfxCjal8S,geigerdavid,"Johns Creek, GA",
607,"🚨 Episode #39 of ⁦@thebench1440⁩ is out! 

Find us on Apple, Spotify, PodBean and Soundcloud. Search: 1440 KEYS Ben… https://t.co/adILHtlcWt",SirEdwardJames,"Corpus Christi, TX",
608,"@momNblue @SimonGr41594862 @thekarens @TexasTribune So are you saying we should wear masks all the time, even when… https://t.co/cWALC17XRr",Death2Tyrants84,,
609,LifePetitions - Petitions for a Culture of Life https://t.co/cOYxoxvtPe,kcjlou,"Cottage Grove, MN ",
610,Leaked documents from the job creating National Covid Commission show Nev Powers 'JobGeriatric' plan which will see… https://t.co/nq2N7AamRD,thetopjob,,
611,"@BigJigglyPanda This is our new reality, COVID isn’t going away at this rate. We’re just gonna have to live with th… https://t.co/ZhYxKxA8vx",slmply_m3,,
612,"1.
07/28/2020 Belarus president who suggested vodka cured COVID-19 says he tested positive
https://t.co/lxw0XoNtXT",CodesUcq,,
613,@CNNPolitics Why is @BetsyDeVosED wearing a mask? Is she protecting herself from COVID-19? Hmmm.... yet she wants t… https://t.co/PtJYX1eMQr,Ashpaz1983,"Irvine, CA",
614,@CHamiltoChem @CNN The healthy Covid-19 positive patients?,sharkhaywood,"Clovis, CA",
615,Why is [patently wrong af] mansplaining still a thing? It’s a shame that Covid hasn’t managed to kill that off🙄,randommsugirl,the viaducts of your dreams 🔮,
616,BREAKING : UPDATE: The ABC understands 723 new cases of Covid have been confirmed overnight. It is the highest dail… https://t.co/MCjhXoJ7d3,JulianBAbbott,Canberra,
617,"@BArnsmeier @MLB COVID gave the Astros and MLB a brief reprieve over this cluster. Now, it has slapped them in the… https://t.co/Iffc7w0Eed",bkbeban,"Eugene, Oregon",
618,"@carol MANY MANY doctors assure the public, OVER &amp; OVER that HCQ weakens the potential of COVID-19, leading to self… https://t.co/oPh40Jf4PU",jjenningsUSA,"Portland, OR frm Chicago-2016",
619,SENATE NEEDS TO INCREASE SNAP BENEFITS! IT'S NOW OR NEVER! Call Congress: (800) 826-3688 *Increase SNAP benefits by… https://t.co/6bXaugHpc9,NewMexicoIPL,"Albuquerque, New Mexico",
620,I understand these are scary times but if you started acting different or started instilling fear in others because… https://t.co/0B5NH5yYKJ,jojonuts,Lynwizzle ,
621,"@realDonaldTrump Drug companies also don't want people to know this:
https://t.co/Ln6ugLsFWH",TruthSpeaksTrue,"Rochester, NY",
622,@bethech51519713 @ShennaTFox @realDonaldTrump You know damn well Biden will use covid for a reason to not debate or… https://t.co/n5UksLnAsJ,roger_covey,,
623,"@PolkSchoolsNews Who’s in charge of safe school openings in Florida? Who knows? | Commentary
https://t.co/9ybovENWi7",gdlstchr,"Florida, USA",
624,@spdyfn @_RaptorFN @The_FortniteGuy @GamerLeigh3 @ItsSelium @FNCompetitive @smitsmit_ Go get covid please :),FTrxpp,,
625,Symptom clusters in Covid19: A potential clinical prediction tool from the COVID Symptom study app https://t.co/Oc0gCbkrjg,datmaven,,
626,COVID-19 is a hoax created by Hallmark to sell more pandemic cards.,trumpaldump,Dump Tower,
627,"Miss today's Industry Recover Task Force Global Town Hall? A full replay will be available soon, but in the meantim… https://t.co/M8RwsT7tYm",HPAonline,"Los Angeles, CA",
628,I heard some real nonsense today. That because the average number of deaths in the UK this year is lower than last… https://t.co/Pz6HPYRWln,dmsenterprise,UK,
629,"Corruption Risk During the COVID-19 Pandemic: A Q&amp;A With Greenberg Traurig's Cuneyt A. Akay, Sandra D. Gonzalez, Mi… https://t.co/RaaQ0Wdcrw",BrianBernardLaw,"Austin, TX",
630,@realDonaldTrump I’ll stand in line and risk getting COVID to make sure my vote counts against him!,joshnjaime,,
631,Exactly we still have tour when Covid is over. https://t.co/WSe3z9zvqy,Kitkatadele,ᑕᗩᒪIᖴOᖇᑎIᗩ,
632,"In patients hospitalized with COVID-19, hydroxychloroquine was not associated with reductions in 28-day mortality b… https://t.co/EPgRY69QQF",614bam,"Columbus, Ohio",
633,Covid 19 Half Face Mask Bike Mask Sports Mask Anti-Dust Outdoor Sports Mask Carbon https://t.co/JF8ZqmXKcu,alaa_express,united,
634,@AllAboutDaTea Why aren’t ppl social distancing? I doubt they’re filming w/masks on. I’m still in quarantine becaus… https://t.co/GJlo1gmoto,realrealitysis,"Los Angeles, CA",
635,Can anyone provide a simple example of a large corporate store being shut down by the health department related to… https://t.co/Le8dgoYEaO,maelfyn,"Maryland, USA ",
636,@thehill How to Spread Covid:  Exhibit A,BethGummere,,
637,"I got some done questions, and I am going to ask them! #covid #COVID19 #COVID__19 https://t.co/HwH50qGuI6",lukechueh,Los Angeles,
638,Fuck covid. I might seriously have to stay in this shit ass town right when I thought I could finally leave,manyasharelle,"Winona, MN",
639,Thank you @Jim_Jordan ! I’m one of the many who have been silenced because of me trying to post frontline doctors t… https://t.co/N1DcVRSmW3,Cjinscs,"South Carolina, USA",
640,"@replouiegohmert Hey, look congressman covid looks like a rioter. Where are the Gestapo when you need one?",BobbieNYC10012,"Saint Louis, MO NYer #StrongerTogether #FactsMatter #TrumpRussia #TrumpCrimeFamily",
641,@senatemajldr Fuck you you hack. You sat on your hands for MONTHS. Whose bill has gimmees for Trump and corporate A… https://t.co/tEp4Yy5wxN,K8TDidToo,Fifth Circle of Hell,
642,@Saikarthik1jeg @mackella7 @NilayPrasad @ndtv @BJP4India @narendramodi Prolonged lockdowns are no solutions to chec… https://t.co/yWbDsliRdc,ark_advocate, India.,
643,"@MollyJongFast After trump's blundering efforts to appear to be doing something about COVID-19 failed, he expected… https://t.co/UG7lx1Ggzc",marki480,"Federal Way, WA",
644,@Twitter To a COVID free one? 🤔,RafRatinam,"Melbourne, Australia ",
645,After #COVID__19 I never want to hear an old anti-masker say a damned thing about how young people are selfish or entitled. #WearADamnMask,jordy_mcforty,,
646,@imjusthinkin @BBCWorld Luckily I think the bed shortage was only an issue when we were ramping up for Covid and sc… https://t.co/qu03Lw4nUY,duckfap,,
647,i hope plussy actually gets covid for making everyone get emotional and scared about his death,bananazucc,"Chicago, IL",
648,Big Pharma doesn’t want you using hydroxychloroquine because they won’t make money off it. A national covid vaccine… https://t.co/kvsmXsWLNt,shootitdaddy6,,
649,"We sent home another covid patient today. He's been hospitalized for weeks, but he is finally well enough to contin… https://t.co/P3LX7AoWw5",VivaciousTeapot,"Denton, TX",
650,@Stephen17286147 Did she die of covid ?,WilBernal2,,
651,@TheJGreenspan @Ken_Rosenthal You’re a COVID risk,KraftyJerk,,
652,"@wendydavis @FDA You have shared outdated news.

Six RECENT studies show that HCQ works

https://t.co/uxyMNnV6aH",3GoMigos,USA,
653,"Spoiler alert: ""[S]tates that closed schools earlier, when cumulative incidence of COVID-19 was low, had the larges… https://t.co/jg7FarX5sz",pabeaufait,"Kumamoto-shi, Kumamoto",
654,"@wickaneko God I hope it’s not covid either, stay safe.",ParaHelps,💜 Our weights don’t matter 💜,
655,Pelosi mandates masks in House chamber after Gohmert tests positive for Covid-19 https://t.co/l42UZRP15v,InSpiteOfTrump,United States,
656,"6 months of coronavirus. 150,000 dead. https://t.co/WuPdnxAs9I via @USATODAY. Trump failed America!",skipanderson52,,
657,We have directly redistributed over $7200 in gift cards and thousands more in covid prevention supplies! We really… https://t.co/TYP7tQfguc,DefendGlendale,"Minneapolis, MN",
658,32 COVID diagnosis in Sandwell this week. 17 in Ibiza. Anyone got a private jet? I think I’d prefer to work in the… https://t.co/7gVXQby3Y3,Ms_Super_Titch,"Birmingham, UK",
659,"@AnnieEaves Yeah exactly, it’s just so irresponsible but then I’d expect nothing less, like the covid headline abou… https://t.co/dP0jlpqlK2",office_monkey,Parts Unknown,
660,@RepJerryNadler @RepChuyGarcia @RepGwenMoore @RepMarkTakano Public transit must be shut down! Your spreading the co… https://t.co/TbiBQP0mpA,DargoSmith,United States,
661,"@duckkarl @GovInslee Yes, we need to take absolute care &amp; error on the side of caution always! Grandmother’s retire… https://t.co/Fcu5h97Gwt",marbles_pebbles,,
662,"@qnseducator @lokite875050 @nytimes Wrong, your service to me is instructing my children. More children will have d… https://t.co/lhYuDZPhrX",4realideal,"Arizona, USA",
663,"@therealarod1984 @RMConservative Uh, does this chart indicate there's a total of 5700 covid deaths?",simple_centrist,,
664,@margarethart2 @Scaramucci Just covid ?,SonyaDBrown1,,
665,@covid_19nurse @Susan_Hennessey Well they should have just said that instead of the stupid stuff the they did say 🥱🙃,alarreid,"California, USA",
666,"@clbirds @jtcope4 @MattWalshBlog https://t.co/qlJ33eL0zK

WHO lied about the origins of COVID. It also censored Taiwan.",thien3000,United States,
667,I find it ironic that the chant from the left for years has been how the previous generation had destroyed everythi… https://t.co/eVfJJh1XL6,jonathanbays3,,
668,@thekjohnston 95% Disapproval rate with dead COVID-19 victims!  Enjoy!,grunwaldtx,"Canal Fulton, OH",
669,"Day 126 of Lockdown and 7 497 Covid-19 death cases reported... 

"" Mixed messaging around #socialdistancing from pe… https://t.co/F3R9fK9CaO",buildingheart,South Africa,
670,The only time my hair stylist ever changed my appointment was because of covid. Dassit,Cruzinalexis,"Delaware, USA",
671,"So, starting to feel a whole lot like mid-March around here in MA as our state executive looks at increasing COVID… https://t.co/BzoJHMKmIW",mattjlawlor,,
672,“COVID—19 . Could there be a COVID-20” yo get unc 😂 https://t.co/MV59KCFl9C,_GetSeth,,
673,Delta Trains 5697 Teachers On COVID 19 Protocols In Schools https://t.co/vQeoWXU1sW,dometvnews,"Enugu, Nigeria",
674,@EDP5544 @sansei_lupin @derangedcrowd @GarrickA67 @OrientGlobalinc @nypost by what or who? your claim is that he st… https://t.co/jCzVYBQEcs,Paloctaliban88,,
675,@Christin210 Not to be confused with CAPTAIN COVID. https://t.co/Nq1JGNifAz,rdhceo,My HOOD.,
676,... but that they spread the illness. She says that sending kids back to in-person classes is putting everybody in… https://t.co/Sx3TX9hkFz,ByJamesHartley,"Dallas/Fort Worth, Texas",
677,@bob_branchfield To be honest I saw plenty of accusations and even more denial/lies from the tech gurus! I'm not so… https://t.co/l5iZdZi3Yv,DogDadDude1,,
678,"@Daimon_mediator We did when we were working in the office, but we've been working at home for over 4 months because of COVID.",paostrology,,
679,@1980Dorothy @mmpadellan Not here. Not about time. Most people WONT wear a mask and covid is rampant. I dont see it… https://t.co/mG0biK8C6i,alovelymother1,,
680,@LepapillonBlu I have theorized that the covid virus is a type of flesh eating disease that only feeds on brain mat… https://t.co/sscwCJV2wH,CNDIDFRNTOTRUTH,"Vancouver, British Columbia",
681,"@peggy_blair @jeffryhouse @KenCunn77721220 I've been on some VIA trains that were more distanced than others, even unrelated to covid-19.",MichaelLeoM,Canada,
682,"@StraightSubs Driver license permits are provisional. Permits expiring between March-August 31, 2020 are extended s… https://t.co/fxUhzH2oNe",CA_DMV,"Headquarters Sacramento, CA",
683,The loss of faith in our media is a national tragedy. The cause starts with the President. Donald Trump's attacks o… https://t.co/e24e7xtOW3,AustinKuder,Ohio,
684,@David_S__ @UclaBruin1998 @AP You mean when he closed the boarders and Democrats called him racists or when New Yor… https://t.co/v3EoKGEbiS,Tam35679103,,
685,"@realDonaldTrump
@DonaldJTrumpJr
You should retweet this article from 7 days ago in Newsweek from THE Epidemiologis… https://t.co/DImREZrSF6",B_Doc510,,
686,"As of 6:30 pm today, there are 57 new, confirmed cases of COVID-19 in Victoria County, and 33 newly recovered indiv… https://t.co/cm3QeQdTCa",VictoriaPIO,"Victoria, Texas",
687,"I still don't know anyone who has even been diagnosed with the COVID, yet alone dropped dead from it after going ou… https://t.co/WdaVZsj8sH",Russarnold22,Minneapolistan,
688,"The inability of people to analyze threat assessment is one of my pet peeves.

You are far more likely to die from… https://t.co/JmJXQKIKzg",bwreed,"Boston, MA",
689,well 2NE1 is kinda my childhood ksjdksjd watch me get it (after covid bec my anxiety can't handle going out during pandemic lmao),blckjckxxi,2NE1,
690,@quea_ali @MelanieEresman @liberal_party I think he gets the covid tomorrow,tapicco,,
691,"@ShadowOfNexxus @LorduckA2 @derpixlz @IntroSpecktive I sincerely hope that either you change your outlook. Or, fail… https://t.co/QZQshSDp5L",foelancer,,
692,@JoeFreedomLove Coming from the guy that literally put COVID pos patients in with Non-Covid nursing homes. How do y… https://t.co/228sDBeEdB,mary_may28, U.S.A.,
693,@realDonaldTrump You’ll “do it yourself” like you did with COVID. Really?! Just resign or go play golf and stay out… https://t.co/6M57V7ytva,archosaur,,
694,What does publicly outing the covid ladies accomplish? Seriously?? 🙄,marcmaronrawme,,
695,"@StarkJeweIs If we can’t handle a lice outbreak, then no way in hell we can handle a Covid one",batmandude461,Confidential,
696,"Fact,if doctors/nurses don't quit saving the lives of Trumps Nazi cult members we will continue to die by the thous… https://t.co/N07bM7w9q0",Peacekeeper876,Illinois,
697,What’s been reinforced during Covid is that including women really improves outcomes. You can’t be what you can’t s… https://t.co/sX7wW5qc6J,A_Raptis01,Mexico City,
698,We can't let #NYC's oldest gay bar and scene of so much essential history go down with Covid! Donated and shared: S… https://t.co/rECtZMrgyh,jenfrankel,"Hamilton, Ontario",
699,@scotbot @BNODesk There are plenty of illnesses that do horrible things to people. And yes I'm fully aware of covid… https://t.co/FPTcSHluhg,CFox131313,,
700,I just want everyone to wear their masks and stay healthy so we can overcome COVID and I can see defenses try to ha… https://t.co/UxBqMdzFvQ,_Eric_Robinson,"Charlotte, North Carolina ",
701,"With Covid running rampant, colleges are liquidating their assets left and right. The opportunities are everywhere 👀 https://t.co/DCGZSUqxDK",allonavgi,,
702,"38,930 cases of covid and san antonio!!! and y’all STILL refuse to wear masks and STILL hang with your friends",lcrianne,she/her/hers,
703,"@GeminiChris1972 Enjoy! 
https://t.co/HbtNPodSyt",NoDogma13,Reality-based world,
704,How many dates/link ups have you promised during this COVID/quarantine era that you have absolutely no plan on following through with? 😂,NatureBoyMcCoy,South Carolina,
705,@aimannaim_as Hello KKM..we have one case suspected covid,IzzahAdDeen,,
706,"@thehill US has been much better off with Trump both economically, militarily and with his fast pace Covid response… https://t.co/7CUpIp8Fsj",FloridaThinker,"Orlando, FL",
